"","ID","round","home_team_name","away_team_name","home_team_score","away_team_score","date","home_team_id","away_team_id","home_team_points","away_team_points"
"43",40,5,"Bahia","Corinthians",0,0,2021-06-20,5,9,1,1
"44",157,5,"Cuiaba","Gremio",0,1,2021-08-18,10,14,0,3
"45",38,5,"Flamengo","Bragantino",2,3,2021-06-19,11,6,0,3
"46",42,5,"Fortaleza","Fluminense",1,1,2021-06-20,13,12,1,1
"47",41,5,"Internacional","Ceara",1,1,2021-06-20,15,7,1,1
"48",45,5,"Juventude","Sport",1,0,2021-06-20,16,20,3,0
"49",39,5,"Palmeiras","America-MG",2,1,2021-06-20,17,1,3,0
"50",44,5,"Santos","Sao Paulo",2,0,2021-06-20,18,19,3,0
"51",51,6,"America-MG","Juventude",1,1,2021-06-24,1,16,1,1
"52",47,6,"Atletico-GO","Fluminense",1,0,2021-06-23,3,12,3,0
"53",55,6,"Bahia","Athletico-PR",2,1,2021-06-24,5,2,3,0
"54",50,6,"Bragantino","Palmeiras",3,1,2021-06-23,6,17,3,0
"55",54,6,"Ceara","Atletico-MG",2,1,2021-06-24,7,4,3,0
"56",52,6,"Chapecoense","Internacional",1,2,2021-06-24,8,15,0,3
"57",53,6,"Corinthians","Sport",2,1,2021-06-24,9,20,3,0
"58",49,6,"Flamengo","Fortaleza",2,1,2021-06-23,11,13,3,0
"59",56,6,"Gremio","Santos",2,2,2021-06-24,14,18,1,1
"60",48,6,"Sao Paulo","Cuiaba",2,2,2021-06-23,19,10,1,1
"61",63,7,"America-MG","Internacional",1,1,2021-06-27,1,15,1,1
"62",60,7,"Athletico-PR","Chapecoense",2,2,2021-06-27,2,8,1,1
"63",66,7,"Atletico-GO","Bragantino",0,1,2021-06-28,3,6,0,3
"64",65,7,"Ceara","Sao Paulo",1,1,2021-06-27,7,19,1,1
"65",58,7,"Fluminense","Corinthians",1,1,2021-06-27,12,9,1,1
"66",61,7,"Gremio","Fortaleza",0,0,2021-06-27,14,13,1,1
"67",57,7,"Juventude","Flamengo",1,0,2021-06-27,16,11,3,0
"68",59,7,"Palmeiras","Bahia",3,2,2021-06-27,17,5,3,0
"69",62,7,"Santos","Atletico-MG",2,0,2021-06-27,18,4,3,0
"70",64,7,"Sport","Cuiaba",0,0,2021-06-27,20,10,1,1
"71",75,8,"Atletico-MG","Atletico-GO",4,1,2021-07-01,4,3,3,0
"72",70,8,"Bahia","America-MG",3,4,2021-06-30,5,1,0,3
"73",74,8,"Bragantino","Ceara",0,0,2021-07-01,6,7,1,1
"74",72,8,"Corinthians","Sao Paulo",0,0,2021-06-30,9,19,1,1
"75",76,8,"Cuiaba","Flamengo",0,2,2021-07-01,10,11,0,3
"76",67,8,"Fluminense","Athletico-PR",1,4,2021-06-30,12,2,0,3
"77",68,8,"Fortaleza","Chapecoense",3,2,2021-06-30,13,8,3,0
"78",69,8,"Internacional","Palmeiras",1,2,2021-06-30,15,17,0,3
"79",73,8,"Juventude","Gremio",2,0,2021-06-30,16,14,3,0
"80",71,8,"Santos","Sport",0,0,2021-06-30,18,20,1,1
"81",78,9,"America-MG","Santos",2,0,2021-07-03,1,18,3,0
"82",77,9,"Athletico-PR","Fortaleza",2,1,2021-07-03,2,13,3,0
"83",83,9,"Ceara","Juventude",2,0,2021-07-04,7,16,3,0
"84",80,9,"Chapecoense","Bahia",0,2,2021-07-04,8,5,0,3
"85",79,9,"Corinthians","Internacional",1,1,2021-07-03,9,15,1,1
"86",85,9,"Cuiaba","Atletico-MG",0,1,2021-07-04,10,4,0,3
"87",81,9,"Flamengo","Fluminense",0,1,2021-07-04,11,12,0,3
"88",86,9,"Gremio","Atletico-GO",0,1,2021-07-04,14,3,0,3
"89",84,9,"Sao Paulo","Bragantino",1,2,2021-07-04,19,6,0,3
"90",82,9,"Sport","Palmeiras",0,1,2021-07-04,20,17,0,3
"91",93,10,"Atletico-GO","Sport",1,1,2021-07-07,3,20,1,1
"92",92,10,"Atletico-MG","Flamengo",2,1,2021-07-07,4,11,3,0
"93",88,10,"Bahia","Juventude",1,0,2021-07-07,5,16,3,0
"94",89,10,"Bragantino","Cuiaba",1,1,2021-07-07,6,10,1,1
"95",96,10,"Chapecoense","Corinthians",0,1,2021-07-08,8,9,0,3
"96",95,10,"Fluminense","Ceara",0,0,2021-07-07,12,7,1,1
"97",90,10,"Fortaleza","America-MG",4,0,2021-07-07,13,1,3,0
"98",94,10,"Internacional","Sao Paulo",0,2,2021-07-07,15,19,0,3
"99",91,10,"Palmeiras","Gremio",2,0,2021-07-07,17,14,3,0
"100",87,10,"Santos","Athletico-PR",2,1,2021-07-06,18,2,3,0
"101",102,11,"America-MG","Atletico-MG",0,1,2021-07-10,1,4,0,3
"102",99,11,"Athletico-PR","Bragantino",2,2,2021-07-10,2,6,1,1
"103",104,11,"Cuiaba","Ceara",2,2,2021-07-11,10,7,1,1
"104",105,11,"Flamengo","Chapecoense",2,1,2021-07-11,11,8,3,0
"105",106,11,"Fortaleza","Corinthians",1,0,2021-07-11,13,9,3,0
"106",98,11,"Gremio","Internacional",0,0,2021-07-10,14,15,1,1
"107",103,11,"Juventude","Atletico-GO",1,1,2021-07-11,16,3,1,1
"108",97,11,"Palmeiras","Santos",3,2,2021-07-10,17,18,3,0
"109",101,11,"Sao Paulo","Bahia",1,0,2021-07-10,19,5,3,0
"110",100,11,"Sport","Fluminense",1,2,2021-07-10,20,12,0,3
"111",116,12,"America-MG","Sport",0,1,2021-07-19,1,20,0,3
"112",112,12,"Atletico-GO","Palmeiras",0,3,2021-07-18,3,17,0,3
"113",113,12,"Bahia","Flamengo",0,5,2021-07-18,5,11,0,3
"114",115,12,"Bragantino","Santos",2,2,2021-07-18,6,18,1,1
"115",107,12,"Ceara","Athletico-PR",1,0,2021-07-17,7,2,3,0
"116",111,12,"Chapecoense","Cuiaba",2,3,2021-07-18,8,10,0,3
"117",109,12,"Corinthians","Atletico-MG",1,2,2021-07-17,9,4,0,3
"118",110,12,"Fluminense","Gremio",0,1,2021-07-17,12,14,0,3
"119",114,12,"Internacional","Juventude",1,0,2021-07-18,15,16,3,0
"120",108,12,"Sao Paulo","Fortaleza",0,1,2021-07-17,19,13,0,3
"121",124,13,"Athletico-PR","Internacional",2,1,2021-07-25,2,15,3,0
"122",120,13,"Atletico-MG","Bahia",3,0,2021-07-25,4,5,3,0
"123",127,13,"Cuiaba","Corinthians",1,2,2021-07-26,10,9,0,3
"124",122,13,"Flamengo","Sao Paulo",5,1,2021-07-25,11,19,3,0
"125",121,13,"Fortaleza","Bragantino",1,0,2021-07-25,13,6,3,0
"126",118,13,"Gremio","America-MG",1,1,2021-07-24,14,1,1,1
"127",126,13,"Juventude","Chapecoense",1,0,2021-07-26,16,8,3,0
"128",119,13,"Palmeiras","Fluminense",1,0,2021-07-24,17,12,3,0
"129",123,13,"Santos","Atletico-GO",0,1,2021-07-25,18,3,0,3
"130",125,13,"Sport","Ceara",0,0,2021-07-25,20,7,1,1
"131",135,14,"Atletico-GO","America-MG",1,1,2021-08-01,3,1,1,1
"132",132,14,"Atletico-MG","Athletico-PR",2,0,2021-08-01,4,2,3,0
"133",134,14,"Bahia","Sport",0,1,2021-08-01,5,20,0,3
"134",130,14,"Bragantino","Gremio",1,0,2021-07-31,6,14,3,0
"135",136,14,"Ceara","Fortaleza",3,1,2021-08-01,7,13,3,0
"136",133,14,"Chapecoense","Santos",0,1,2021-08-01,8,18,0,3
"137",131,14,"Corinthians","Flamengo",1,3,2021-08-01,9,11,0,3
"138",178,14,"Fluminense","Juventude",1,1,2021-09-02,12,16,1,1
"139",129,14,"Internacional","Cuiaba",0,0,2021-07-31,15,10,1,1
"140",128,14,"Sao Paulo","Palmeiras",0,0,2021-07-31,19,17,1,1
"141",142,15,"America-MG","Fluminense",1,0,2021-08-08,1,12,3,0
"142",138,15,"Athletico-PR","Sao Paulo",1,2,2021-08-07,2,19,0,3
"143",144,15,"Ceara","Atletico-GO",0,0,2021-08-08,7,3,1,1
"144",140,15,"Cuiaba","Bahia",1,1,2021-08-07,10,5,1,1
"145",145,15,"Flamengo","Internacional",0,4,2021-08-08,11,15,0,3
"146",146,15,"Gremio","Chapecoense",2,1,2021-08-09,14,8,3,0
"147",141,15,"Juventude","Atletico-MG",1,2,2021-08-08,16,4,0,3
"148",139,15,"Palmeiras","Fortaleza",2,3,2021-08-07,17,13,0,3
"149",143,15,"Santos","Corinthians",0,0,2021-08-08,18,9,1,1
"150",137,15,"Sport","Bragantino",0,0,2021-08-06,20,6,1,1
"151",148,16,"Atletico-MG","Palmeiras",2,0,2021-08-14,4,17,3,0
"152",152,16,"Bahia","Atletico-GO",1,2,2021-08-15,5,3,0,3
"153",147,16,"Bragantino","Juventude",1,2,2021-08-14,6,16,0,3
"154",156,16,"Chapecoense","America-MG",1,1,2021-08-16,8,1,1,1
"155",151,16,"Corinthians","Ceara",3,1,2021-08-15,9,7,3,0
"156",153,16,"Cuiaba","Athletico-PR",1,0,2021-08-15,10,2,3,0
"157",150,16,"Flamengo","Sport",2,0,2021-08-15,11,20,3,0
"158",154,16,"Fortaleza","Santos",1,1,2021-08-15,13,18,1,1
"159",155,16,"Internacional","Fluminense",4,2,2021-08-15,15,12,3,0
"160",149,16,"Sao Paulo","Gremio",2,1,2021-08-14,19,14,3,0
"161",166,17,"America-MG","Bragantino",0,2,2021-08-23,1,6,0,3
"162",163,17,"Athletico-PR","Corinthians",0,1,2021-08-22,2,9,0,3
"163",158,17,"Atletico-GO","Chapecoense",1,1,2021-08-21,3,8,1,1
"164",162,17,"Ceara","Flamengo",1,1,2021-08-22,7,11,1,1
"165",167,17,"Fluminense","Atletico-MG",1,1,2021-08-23,12,4,1,1
"166",159,17,"Gremio","Bahia",2,0,2021-08-21,14,5,3,0
"167",160,17,"Juventude","Fortaleza",1,1,2021-08-21,16,13,1,1
"168",161,17,"Palmeiras","Cuiaba",0,2,2021-08-22,17,10,0,3
"169",164,17,"Santos","Internacional",2,2,2021-08-22,18,15,1,1
"170",165,17,"Sport","Sao Paulo",0,1,2021-08-22,20,19,0,3
"171",172,18,"America-MG","Ceara",2,0,2021-08-29,1,7,3,0
"172",174,18,"Atletico-GO","Internacional",0,0,2021-08-29,3,15,1,1
"173",175,18,"Bragantino","Atletico-MG",1,1,2021-08-29,6,4,1,1
"174",176,18,"Fluminense","Bahia",2,0,2021-08-30,12,5,3,0
"175",177,18,"Fortaleza","Cuiaba",0,0,2021-08-30,13,10,1,1
"176",170,18,"Gremio","Corinthians",0,1,2021-08-28,14,9,0,3
"177",173,18,"Juventude","Sao Paulo",1,1,2021-08-29,16,19,1,1
"178",171,18,"Palmeiras","Athletico-PR",2,1,2021-08-28,17,2,3,0
"179",169,18,"Santos","Flamengo",0,4,2021-08-28,18,11,0,3
"180",168,18,"Sport","Chapecoense",0,0,2021-08-28,20,8,1,1
"181",181,19,"Athletico-PR","Sport",0,0,2021-09-05,2,20,1,1
"182",289,19,"Atletico-MG","Gremio",2,1,2021-11-03,4,14,3,0
"183",179,19,"Bahia","Fortaleza",4,2,2021-09-04,5,13,3,0
"184",263,19,"Ceara","Palmeiras",1,2,2021-10-20,7,17,0,3
"185",183,19,"Chapecoense","Fluminense",1,2,2021-09-07,8,12,0,3
"186",182,19,"Corinthians","Juventude",1,1,2021-09-07,9,16,1,1
"187",180,19,"Cuiaba","Santos",2,1,2021-09-04,10,18,3,0
"188",291,19,"Flamengo","Atletico-GO",2,0,2021-11-05,11,3,3,0
"189",264,19,"Internacional","Bragantino",1,1,2021-10-21,15,6,1,1
"190",204,19,"Sao Paulo","America-MG",0,0,2021-09-22,19,1,1,1
"191",184,20,"America-MG","Athletico-PR",2,0,2021-09-11,1,2,3,0
"192",191,20,"Atletico-GO","Corinthians",1,1,2021-09-12,3,9,1,1
"193",186,20,"Bragantino","Chapecoense",1,2,2021-09-11,6,8,0,3
"194",192,20,"Fluminense","Sao Paulo",2,1,2021-09-12,12,19,3,0
"195",189,20,"Fortaleza","Atletico-MG",0,2,2021-09-12,13,4,0,3
"196",188,20,"Gremio","Ceara",2,0,2021-09-12,14,7,3,0
"197",185,20,"Juventude","Cuiaba",1,2,2021-09-11,16,10,0,3
"198",190,20,"Palmeiras","Flamengo",1,3,2021-09-12,17,11,0,3
"199",187,20,"Santos","Bahia",0,0,2021-09-11,18,5,1,1
"200",193,20,"Sport","Internacional",0,1,2021-09-13,20,15,0,3
"201",195,21,"Athletico-PR","Juventude",2,1,2021-09-18,2,16,3,0
"202",196,21,"Atletico-MG","Sport",3,0,2021-09-18,4,20,3,0
"203",197,21,"Bahia","Bragantino",1,1,2021-09-18,5,6,1,1
"204",198,21,"Ceara","Santos",0,0,2021-09-18,7,18,1,1
"205",194,21,"Chapecoense","Palmeiras",0,2,2021-09-18,8,17,0,3
"206",201,21,"Corinthians","America-MG",1,1,2021-09-19,9,1,1,1
"207",203,21,"Cuiaba","Fluminense",2,2,2021-09-20,10,12,1,1
"208",202,21,"Flamengo","Gremio",0,1,2021-09-19,11,14,0,3
"209",199,21,"Internacional","Fortaleza",1,0,2021-09-19,15,13,3,0
"210",200,21,"Sao Paulo","Atletico-GO",2,1,2021-09-19,19,3,3,0
"211",208,22,"America-MG","Flamengo",1,1,2021-09-26,1,11,1,1
"212",213,22,"Athletico-PR","Gremio",4,2,2021-09-26,2,14,3,0
"213",214,22,"Atletico-GO","Cuiaba",0,0,2021-09-26,3,10,1,1
"214",205,22,"Ceara","Chapecoense",1,0,2021-09-25,7,8,3,0
"215",206,22,"Corinthians","Palmeiras",2,1,2021-09-25,9,17,3,0
"216",210,22,"Fluminense","Bragantino",2,1,2021-09-26,12,6,3,0
"217",209,22,"Internacional","Bahia",2,0,2021-09-26,15,5,3,0
"218",211,22,"Juventude","Santos",3,0,2021-09-26,16,18,3,0
"219",207,22,"Sao Paulo","Atletico-MG",0,0,2021-09-25,19,4,1,1
"220",212,22,"Sport","Fortaleza",0,1,2021-09-26,20,13,0,3
"221",218,23,"Atletico-MG","Internacional",1,0,2021-10-02,4,15,3,0
"222",276,23,"Bahia","Ceara",1,1,2021-10-27,5,7,1,1
"223",217,23,"Bragantino","Corinthians",2,2,2021-10-02,6,9,1,1
"224",220,23,"Chapecoense","Sao Paulo",1,1,2021-10-03,8,19,1,1
"225",215,23,"Cuiaba","America-MG",0,2,2021-10-02,10,1,0,3
"226",219,23,"Flamengo","Athletico-PR",3,0,2021-10-03,11,2,3,0
"227",216,23,"Fortaleza","Atletico-GO",0,3,2021-10-02,13,3,0,3
"228",222,23,"Gremio","Sport",1,2,2021-10-03,14,20,0,3
"229",221,23,"Palmeiras","Juventude",1,1,2021-10-03,17,16,1,1
"230",275,23,"Santos","Fluminense",2,0,2021-10-27,18,12,3,0
"231",230,24,"America-MG","Palmeiras",2,1,2021-10-06,1,17,3,0
"232",225,24,"Atletico-GO","Athletico-PR",0,2,2021-10-06,3,2,0,3
"233",228,24,"Bragantino","Flamengo",1,1,2021-10-06,6,11,1,1
"234",227,24,"Ceara","Internacional",0,0,2021-10-06,7,15,1,1
"235",224,24,"Chapecoense","Atletico-MG",2,2,2021-10-06,8,4,1,1
"236",223,24,"Corinthians","Bahia",3,1,2021-10-05,9,5,3,0
"237",229,24,"Fluminense","Fortaleza",0,2,2021-10-06,12,13,0,3
"238",231,24,"Gremio","Cuiaba",2,2,2021-10-06,14,10,1,1
"239",232,24,"Sao Paulo","Santos",1,1,2021-10-07,19,18,1,1
"240",226,24,"Sport","Juventude",3,1,2021-10-06,20,16,3,0
"241",237,25,"Athletico-PR","Bahia",0,2,2021-10-09,2,5,0,3
"242",234,25,"Atletico-MG","Ceara",3,1,2021-10-09,4,7,3,0
"243",242,25,"Cuiaba","Sao Paulo",0,0,2021-10-11,10,19,1,1
"244",233,25,"Fluminense","Atletico-GO",0,0,2021-10-09,12,3,1,1
"245",236,25,"Fortaleza","Flamengo",0,3,2021-10-09,13,11,0,3
"246",240,25,"Internacional","Chapecoense",5,2,2021-10-10,15,8,3,0
"247",239,25,"Juventude","America-MG",1,1,2021-10-09,16,1,1,1
"248",238,25,"Palmeiras","Bragantino",2,4,2021-10-09,17,6,0,3
"249",241,25,"Santos","Gremio",1,0,2021-10-10,18,14,3,0
"250",235,25,"Sport","Corinthians",1,0,2021-10-09,20,9,3,0
"251",245,26,"Atletico-MG","Santos",3,1,2021-10-13,4,18,3,0
"252",244,26,"Bahia","Palmeiras",0,0,2021-10-12,5,17,1,1
"253",243,26,"Bragantino","Atletico-GO",1,0,2021-10-12,6,3,3,0
"254",246,26,"Chapecoense","Athletico-PR",1,1,2021-10-13,8,2,1,1
"255",249,26,"Corinthians","Fluminense",1,0,2021-10-13,9,12,3,0
"256",252,26,"Cuiaba","Sport",1,0,2021-10-14,10,20,3,0
"257",247,26,"Flamengo","Juventude",3,1,2021-10-13,11,16,3,0
"258",248,26,"Fortaleza","Gremio",1,0,2021-10-13,13,14,3,0
"259",250,26,"Internacional","America-MG",3,1,2021-10-13,15,1,3,0
"260",251,26,"Sao Paulo","Ceara",1,1,2021-10-14,19,7,1,1
"261",254,27,"America-MG","Bahia",0,0,2021-10-16,1,5,1,1
"262",255,27,"Athletico-PR","Fluminense",0,1,2021-10-17,2,12,0,3
"263",259,27,"Atletico-GO","Atletico-MG",2,1,2021-10-17,3,4,3,0
"264",257,27,"Ceara","Bragantino",2,2,2021-10-17,7,6,1,1
"265",253,27,"Chapecoense","Fortaleza",1,2,2021-10-16,8,13,0,3
"266",261,27,"Flamengo","Cuiaba",0,0,2021-10-17,11,10,1,1
"267",258,27,"Gremio","Juventude",3,2,2021-10-17,14,16,3,0
"268",256,27,"Palmeiras","Internacional",1,0,2021-10-17,17,15,3,0
"269",262,27,"Sao Paulo","Corinthians",1,0,2021-10-18,19,9,3,0
"270",260,27,"Sport","Santos",0,0,2021-10-17,20,18,1,1
"271",273,28,"Atletico-GO","Gremio",2,0,2021-10-25,3,14,3,0
"272",270,28,"Atletico-MG","Cuiaba",2,1,2021-10-24,4,10,3,0
"273",272,28,"Bahia","Chapecoense",3,0,2021-10-24,5,8,3,0
"274",271,28,"Bragantino","Sao Paulo",1,0,2021-10-24,6,19,3,0
"275",267,28,"Fluminense","Flamengo",3,1,2021-10-23,12,11,3,0
"276",268,28,"Fortaleza","Athletico-PR",3,0,2021-10-23,13,2,3,0
"277",269,28,"Internacional","Corinthians",2,2,2021-10-24,15,9,1,1
"278",266,28,"Juventude","Ceara",0,0,2021-10-23,16,7,1,1
"279",274,28,"Palmeiras","Sport",2,1,2021-10-25,17,20,3,0
"280",265,28,"Santos","America-MG",0,2,2021-10-23,18,1,0,3
"281",281,29,"America-MG","Fortaleza",2,1,2021-10-30,1,13,3,0
"282",278,29,"Athletico-PR","Santos",0,1,2021-10-30,2,18,0,3
"283",283,29,"Ceara","Fluminense",1,0,2021-10-31,7,12,3,0
"284",287,29,"Corinthians","Chapecoense",1,0,2021-11-01,9,8,3,0
"285",286,29,"Cuiaba","Bragantino",1,0,2021-11-01,10,6,3,0
"286",279,29,"Flamengo","Atletico-MG",1,0,2021-10-30,11,4,3,0
"287",282,29,"Gremio","Palmeiras",1,3,2021-10-31,14,17,0,3
"288",280,29,"Juventude","Bahia",0,0,2021-10-30,16,5,1,1
"289",284,29,"Sao Paulo","Internacional",1,0,2021-10-31,19,15,3,0
"290",285,29,"Sport","Atletico-GO",2,0,2021-10-31,20,3,3,0
"291",338,30,"Atletico-GO","Juventude",1,1,2021-11-23,3,16,1,1
"292",296,30,"Atletico-MG","America-MG",1,0,2021-11-07,4,1,3,0
"293",298,30,"Bahia","Sao Paulo",1,0,2021-11-07,5,19,3,0
"294",295,30,"Bragantino","Athletico-PR",0,2,2021-11-07,6,2,0,3
"295",299,30,"Ceara","Cuiaba",1,0,2021-11-07,7,10,3,0
"296",300,30,"Chapecoense","Flamengo",2,2,2021-11-08,8,11,1,1
"297",292,30,"Corinthians","Fortaleza",1,0,2021-11-06,9,13,3,0
"298",294,30,"Fluminense","Sport",1,0,2021-11-06,12,20,3,0
"299",293,30,"Internacional","Gremio",1,0,2021-11-06,15,14,3,0
"300",297,30,"Santos","Palmeiras",0,2,2021-11-07,18,17,0,3
"301",302,31,"Athletico-PR","Ceara",2,1,2021-11-10,2,7,3,0
"302",303,31,"Atletico-MG","Corinthians",3,0,2021-11-10,4,9,3,0
"303",290,31,"Cuiaba","Chapecoense",0,0,2021-11-04,10,8,1,1
"304",309,31,"Flamengo","Bahia",3,0,2021-11-11,11,5,3,0
"305",306,31,"Fortaleza","Sao Paulo",1,1,2021-11-10,13,19,1,1
"306",301,31,"Gremio","Fluminense",1,0,2021-11-09,14,12,3,0
"307",308,31,"Juventude","Internacional",2,1,2021-11-10,16,15,3,0
"308",305,31,"Palmeiras","Atletico-GO",4,0,2021-11-10,17,3,3,0
"309",304,31,"Santos","Bragantino",2,0,2021-11-10,18,6,3,0
"310",307,31,"Sport","America-MG",2,3,2021-11-10,20,1,0,3
"311",311,32,"America-MG","Gremio",3,1,2021-11-13,1,14,3,0
"312",310,32,"Atletico-GO","Santos",0,0,2021-11-13,3,18,1,1
"313",355,32,"Bahia","Atletico-MG",2,3,2021-12-02,5,4,0,3
"314",312,32,"Bragantino","Fortaleza",3,0,2021-11-13,6,13,3,0
"315",317,32,"Ceara","Sport",2,1,2021-11-14,7,20,3,0
"316",318,32,"Chapecoense","Juventude",0,2,2021-11-14,8,16,0,3
"317",314,32,"Corinthians","Cuiaba",3,2,2021-11-13,9,10,3,0
"318",316,32,"Fluminense","Palmeiras",2,1,2021-11-14,12,17,3,0
"319",313,32,"Internacional","Athletico-PR",2,1,2021-11-13,15,2,3,0
"320",315,32,"Sao Paulo","Flamengo",0,4,2021-11-14,19,11,0,3
"321",321,33,"America-MG","Atletico-GO",0,0,2021-11-17,1,3,1,1
"322",319,33,"Athletico-PR","Atletico-MG",0,1,2021-11-16,2,4,0,3
"323",323,33,"Cuiaba","Internacional",1,0,2021-11-17,10,15,3,0
"324",327,33,"Flamengo","Corinthians",1,0,2021-11-17,11,9,3,0
"325",324,33,"Fortaleza","Ceara",0,4,2021-11-17,13,7,0,3
"326",320,33,"Gremio","Bragantino",3,0,2021-11-16,14,6,3,0
"327",326,33,"Juventude","Fluminense",1,0,2021-11-17,16,12,3,0
"328",325,33,"Palmeiras","Sao Paulo",0,2,2021-11-17,17,19,0,3
"329",322,33,"Santos","Chapecoense",2,0,2021-11-17,18,8,3,0
"330",328,33,"Sport","Bahia",1,0,2021-11-18,20,5,3,0
"331",332,34,"Atletico-GO","Ceara",1,1,2021-11-20,3,7,1,1
"332",329,34,"Atletico-MG","Juventude",2,0,2021-11-20,4,16,3,0
"333",336,34,"Bahia","Cuiaba",0,0,2021-11-21,5,10,1,1
"334",277,34,"Bragantino","Sport",3,0,2021-10-28,6,20,3,0
"335",331,34,"Chapecoense","Gremio",1,3,2021-11-20,8,14,0,3
"336",334,34,"Corinthians","Santos",2,0,2021-11-21,9,18,3,0
"337",335,34,"Fluminense","America-MG",2,0,2021-11-21,12,1,3,0
"338",330,34,"Fortaleza","Palmeiras",1,0,2021-11-20,13,17,3,0
"339",333,34,"Internacional","Flamengo",1,2,2021-11-20,15,11,0,3
"340",340,34,"Sao Paulo","Athletico-PR",0,0,2021-11-24,19,2,1,1
"341",352,35,"America-MG","Chapecoense",3,0,2021-11-30,1,8,3,0
"342",357,35,"Athletico-PR","Cuiaba",1,0,2021-12-03,2,10,3,0
"343",350,35,"Atletico-GO","Bahia",2,1,2021-11-29,3,5,3,0
"344",343,35,"Ceara","Corinthians",2,1,2021-11-25,7,9,3,0
"345",341,35,"Fluminense","Internacional",1,0,2021-11-24,12,15,3,0
"346",356,35,"Gremio","Sao Paulo",3,0,2021-12-02,14,19,3,0
"347",351,35,"Juventude","Bragantino",1,0,2021-11-30,16,6,3,0
"348",339,35,"Palmeiras","Atletico-MG",2,2,2021-11-23,17,4,1,1
"349",342,35,"Santos","Fortaleza",2,0,2021-11-25,18,13,3,0
"350",358,35,"Sport","Flamengo",1,1,2021-12-03,20,11,1,1
"351",348,36,"Atletico-MG","Fluminense",2,1,2021-11-28,4,12,3,0
"352",344,36,"Bahia","Gremio",3,1,2021-11-26,5,14,3,0
"353",345,36,"Bragantino","America-MG",1,1,2021-11-27,6,1,1,1
"354",359,36,"Chapecoense","Atletico-GO",0,1,2021-12-03,8,3,0,3
