"","ID","round","home_team_name","away_team_name","home_team_score","away_team_score","date","home_team_id","away_team_id","home_team_points","away_team_points"
"196",192,20,"Ceara","Sport",0,0,2020-11-08,7,19,1,1
"197",191,20,"Fluminense","Gremio",0,1,2020-11-08,11,14,0,3
"198",187,20,"Internacional","Coritiba",2,2,2020-11-08,15,9,1,1
"199",184,20,"Sao Paulo","Goias",2,1,2020-11-07,18,13,3,0
"200",186,20,"Vasco","Palmeiras",0,1,2020-11-08,20,16,0,3
"201",203,21,"Botafogo-RJ","Bragantino",1,2,2020-11-16,5,6,0,3
"202",197,21,"Corinthians","Atletico-MG",1,2,2020-11-14,8,3,0,3
"203",202,21,"Coritiba","Bahia",1,2,2020-11-16,9,4,0,3
"204",201,21,"Flamengo","Atletico-GO",1,1,2020-11-14,10,2,1,1
"205",198,21,"Fortaleza","Sao Paulo",2,3,2020-11-14,12,18,0,3
"206",196,21,"Goias","Athletico-PR",0,1,2020-11-14,13,1,0,3
"207",199,21,"Gremio","Ceara",4,2,2020-11-14,14,7,3,0
"208",200,21,"Palmeiras","Fluminense",2,0,2020-11-14,16,11,3,0
"209",195,21,"Santos","Internacional",2,0,2020-11-14,17,15,3,0
"210",194,21,"Sport","Vasco",0,2,2020-11-14,19,20,0,3
"211",207,22,"Athletico-PR","Santos",1,0,2020-11-21,1,17,3,0
"212",213,22,"Botafogo-RJ","Fortaleza",1,2,2020-11-22,5,12,0,3
"213",206,22,"Bragantino","Bahia",4,0,2020-11-20,6,4,3,0
"214",211,22,"Ceara","Atletico-MG",2,2,2020-11-22,7,3,1,1
"215",214,22,"Corinthians","Gremio",0,0,2020-11-22,8,14,1,1
"216",208,22,"Flamengo","Coritiba",3,1,2020-11-21,10,9,3,0
"217",209,22,"Goias","Palmeiras",1,0,2020-11-21,13,16,3,0
"218",212,22,"Internacional","Fluminense",1,2,2020-11-22,15,11,0,3
"219",210,22,"Sao Paulo","Vasco",1,1,2020-11-22,18,20,1,1
"220",215,22,"Sport","Atletico-GO",0,1,2020-11-23,19,2,0,3
"221",223,23,"Atletico-GO","Internacional",0,0,2020-11-28,2,15,1,1
"222",217,23,"Atletico-MG","Botafogo-RJ",2,1,2020-11-25,3,5,3,0
"223",222,23,"Bahia","Sao Paulo",1,3,2020-11-28,4,18,0,3
"224",218,23,"Coritiba","Corinthians",0,1,2020-11-25,9,8,0,3
"225",226,23,"Fluminense","Bragantino",0,0,2020-11-30,11,6,1,1
"226",219,23,"Fortaleza","Goias",1,1,2020-11-26,12,13,1,1
"227",319,23,"Gremio","Flamengo",2,4,2021-01-28,14,10,0,3
"228",220,23,"Palmeiras","Athletico-PR",3,0,2020-11-28,16,1,3,0
"229",221,23,"Santos","Sport",4,2,2020-11-28,17,19,3,0
"230",225,23,"Vasco","Ceara",1,4,2020-11-30,20,7,0,3
"231",237,24,"Atletico-GO","Goias",0,1,2020-12-07,2,13,0,3
"232",236,24,"Atletico-MG","Internacional",2,2,2020-12-06,3,15,1,1
"233",232,24,"Bahia","Ceara",0,2,2020-12-05,4,7,0,3
"234",230,24,"Botafogo-RJ","Flamengo",0,1,2020-12-05,5,10,0,3
"235",233,24,"Coritiba","Bragantino",0,0,2020-12-05,9,6,1,1
"236",231,24,"Fluminense","Athletico-PR",3,1,2020-12-05,11,1,3,0
"237",227,24,"Fortaleza","Corinthians",0,0,2020-12-02,12,8,1,1
"238",235,24,"Gremio","Vasco",4,0,2020-12-06,14,20,3,0
"239",229,24,"Santos","Palmeiras",2,2,2020-12-05,17,16,1,1
"240",234,24,"Sao Paulo","Sport",1,0,2020-12-06,18,19,3,0
"241",239,25,"Athletico-PR","Atletico-MG",0,1,2020-12-12,1,3,0,3
"242",240,25,"Bragantino","Fortaleza",2,1,2020-12-12,6,12,3,0
"243",244,25,"Ceara","Atletico-GO",1,2,2020-12-12,7,2,0,3
"244",246,25,"Corinthians","Sao Paulo",1,0,2020-12-13,8,18,3,0
"245",245,25,"Flamengo","Santos",4,1,2020-12-13,10,17,3,0
"246",243,25,"Goias","Gremio",0,0,2020-12-12,13,14,1,1
"247",241,25,"Internacional","Botafogo-RJ",2,1,2020-12-12,15,5,3,0
"248",242,25,"Palmeiras","Bahia",3,0,2020-12-12,16,4,3,0
"249",247,25,"Sport","Coritiba",1,0,2020-12-13,19,9,3,0
"250",248,25,"Vasco","Fluminense",1,1,2020-12-13,20,11,1,1
"251",250,26,"Atletico-GO","Fluminense",2,1,2020-12-16,2,11,3,0
"252",254,26,"Bragantino","Athletico-PR",0,1,2020-12-20,6,1,0,3
"253",258,26,"Corinthians","Goias",2,1,2020-12-21,8,13,3,0
"254",253,26,"Coritiba","Botafogo-RJ",1,2,2020-12-19,9,5,0,3
"255",256,26,"Flamengo","Bahia",4,3,2020-12-20,10,4,3,0
"256",257,26,"Fortaleza","Ceara",0,2,2020-12-20,12,7,0,3
"257",252,26,"Internacional","Palmeiras",2,0,2020-12-19,15,16,3,0
"258",249,26,"Sao Paulo","Atletico-MG",3,0,2020-12-16,18,3,3,0
"259",251,26,"Sport","Gremio",1,1,2020-12-19,19,14,1,1
"260",255,26,"Vasco","Santos",1,0,2020-12-20,20,17,3,0
"261",265,27,"Athletico-PR","Vasco",3,0,2020-12-27,1,20,3,0
"262",259,27,"Atletico-MG","Coritiba",2,0,2020-12-26,3,9,3,0
"263",264,27,"Bahia","Internacional",1,2,2020-12-27,4,15,0,3
"264",263,27,"Botafogo-RJ","Corinthians",0,2,2020-12-27,5,8,0,3
"265",262,27,"Fluminense","Sao Paulo",1,2,2020-12-26,11,18,0,3
"266",261,27,"Fortaleza","Flamengo",0,0,2020-12-26,12,10,1,1
"267",260,27,"Goias","Sport",1,0,2020-12-26,13,19,3,0
"268",268,27,"Gremio","Atletico-GO",2,1,2020-12-27,14,2,3,0
"269",266,27,"Palmeiras","Bragantino",1,0,2020-12-27,16,6,3,0
"270",267,27,"Santos","Ceara",1,1,2020-12-27,17,7,1,1
"271",276,28,"Atletico-GO","Vasco",0,0,2021-01-07,2,20,1,1
"272",318,28,"Atletico-MG","Santos",2,0,2021-01-26,3,17,3,0
"273",270,28,"Botafogo-RJ","Athletico-PR",0,2,2021-01-06,5,1,0,3
"274",274,28,"Bragantino","Sao Paulo",4,2,2021-01-06,6,18,3,0
"275",275,28,"Ceara","Internacional",0,2,2021-01-07,7,15,0,3
"276",271,28,"Coritiba","Goias",1,2,2021-01-06,9,13,0,3
"277",273,28,"Flamengo","Fluminense",1,2,2021-01-06,10,11,0,3
"278",269,28,"Gremio","Bahia",2,1,2021-01-06,14,4,3,0
"279",295,28,"Palmeiras","Corinthians",4,0,2021-01-18,16,8,3,0
"280",272,28,"Sport","Fortaleza",1,0,2021-01-06,19,12,3,0
"281",282,29,"Atletico-GO","Bahia",1,1,2021-01-10,2,4,1,1
"282",285,29,"Bragantino","Atletico-MG",2,2,2021-01-11,6,3,1,1
"283",286,29,"Corinthians","Fluminense",5,0,2021-01-13,8,11,3,0
"284",278,29,"Coritiba","Athletico-PR",0,0,2021-01-09,9,1,1,1
"285",281,29,"Flamengo","Ceara",0,2,2021-01-10,10,7,0,3
"286",279,29,"Fortaleza","Gremio",0,0,2021-01-09,12,14,1,1
"287",283,29,"Internacional","Goias",1,0,2021-01-10,15,13,3,0
"288",280,29,"Sao Paulo","Santos",0,1,2021-01-10,18,17,0,3
"289",277,29,"Sport","Palmeiras",0,1,2021-01-09,19,16,0,3
"290",284,29,"Vasco","Botafogo-RJ",3,0,2021-01-10,20,5,3,0
"291",290,30,"Athletico-PR","Sao Paulo",1,1,2021-01-17,1,18,1,1
"292",292,30,"Atletico-MG","Atletico-GO",3,1,2021-01-17,3,2,3,0
"293",320,30,"Bahia","Corinthians",2,1,2021-01-28,4,8,3,0
"294",293,30,"Ceara","Bragantino",1,2,2021-01-17,7,6,0,3
"295",288,30,"Fluminense","Sport",1,0,2021-01-16,11,19,3,0
"296",296,30,"Goias","Flamengo",0,3,2021-01-18,13,10,0,3
"297",294,30,"Internacional","Fortaleza",4,2,2021-01-17,15,12,3,0
"298",287,30,"Palmeiras","Gremio",1,1,2021-01-15,16,14,1,1
"299",291,30,"Santos","Botafogo-RJ",2,1,2021-01-17,17,5,3,0
"300",289,30,"Vasco","Coritiba",0,1,2021-01-16,20,9,0,3
"301",298,31,"Bahia","Athletico-PR",1,0,2021-01-20,4,1,3,0
"302",297,31,"Botafogo-RJ","Atletico-GO",1,3,2021-01-20,5,2,0,3
"303",302,31,"Bragantino","Vasco",4,1,2021-01-20,6,20,3,0
"304",306,31,"Corinthians","Sport",3,0,2021-01-21,8,19,3,0
"305",300,31,"Coritiba","Fluminense",3,3,2021-01-20,9,11,1,1
"306",303,31,"Flamengo","Palmeiras",2,0,2021-01-21,10,16,3,0
"307",304,31,"Fortaleza","Santos",2,0,2021-01-21,12,17,3,0
"308",305,31,"Goias","Ceara",0,4,2021-01-21,13,7,0,3
"309",299,31,"Gremio","Atletico-MG",1,1,2021-01-20,14,3,1,1
"310",301,31,"Sao Paulo","Internacional",1,5,2021-01-20,18,15,0,3
"311",310,32,"Athletico-PR","Flamengo",2,1,2021-01-24,1,10,3,0
"312",312,32,"Atletico-GO","Fortaleza",2,0,2021-01-24,2,12,3,0
"313",311,32,"Ceara","Palmeiras",2,1,2021-01-24,7,16,3,0
"314",316,32,"Corinthians","Bragantino",0,2,2021-01-25,8,6,0,3
"315",315,32,"Fluminense","Botafogo-RJ",2,0,2021-01-24,11,5,3,0
"316",309,32,"Internacional","Gremio",2,1,2021-01-24,15,14,3,0
"317",314,32,"Santos","Goias",3,4,2021-01-24,17,13,0,3
"318",307,32,"Sao Paulo","Coritiba",1,1,2021-01-23,18,9,1,1
"319",313,32,"Sport","Bahia",2,0,2021-01-24,19,4,3,0
"320",308,32,"Vasco","Atletico-MG",3,2,2021-01-23,20,3,3,0
"321",323,33,"Atletico-GO","Sao Paulo",2,1,2021-01-31,2,18,3,0
"322",325,33,"Atletico-MG","Fortaleza",2,0,2021-01-31,3,12,3,0
"323",322,33,"Ceara","Athletico-PR",0,2,2021-01-31,7,1,0,3
"324",324,33,"Coritiba","Gremio",1,1,2021-01-31,9,14,1,1
"325",327,33,"Fluminense","Goias",3,0,2021-01-31,11,13,3,0
"326",326,33,"Internacional","Bragantino",2,1,2021-01-31,15,6,3,0
"327",329,33,"Palmeiras","Botafogo-RJ",1,1,2021-02-02,16,5,1,1
"328",358,33,"Santos","Corinthians",1,0,2021-02-17,17,8,3,0
"329",328,33,"Sport","Flamengo",0,3,2021-02-01,19,10,0,3
"330",321,33,"Vasco","Bahia",0,0,2021-01-31,20,4,1,1
"331",337,34,"Athletico-PR","Internacional",0,0,2021-02-04,1,15,1,1
"332",334,34,"Bahia","Fluminense",0,1,2021-02-03,4,11,0,3
"333",338,34,"Botafogo-RJ","Sport",0,1,2021-02-05,5,19,0,3
"334",331,34,"Bragantino","Atletico-GO",2,0,2021-02-03,6,2,3,0
"335",332,34,"Corinthians","Ceara",2,1,2021-02-03,8,7,3,0
"336",336,34,"Flamengo","Vasco",2,0,2021-02-04,10,20,3,0
"337",335,34,"Fortaleza","Coritiba",3,1,2021-02-04,12,9,3,0
"338",333,34,"Goias","Atletico-MG",1,0,2021-02-03,13,3,3,0
"339",330,34,"Gremio","Santos",3,3,2021-02-03,14,17,1,1
"340",360,34,"Sao Paulo","Palmeiras",1,1,2021-02-19,18,16,1,1
"341",340,35,"Atletico-GO","Santos",1,1,2021-02-06,2,17,1,1
"342",339,35,"Bahia","Goias",3,3,2021-02-06,4,13,1,1
"343",342,35,"Botafogo-RJ","Gremio",2,5,2021-02-08,5,14,0,3
"344",341,35,"Bragantino","Flamengo",1,1,2021-02-07,6,10,1,1
"345",347,35,"Corinthians","Athletico-PR",3,3,2021-02-10,8,1,1,1
"346",359,35,"Coritiba","Palmeiras",1,0,2021-02-17,9,16,3,0
"347",346,35,"Fluminense","Atletico-MG",0,0,2021-02-10,11,3,1,1
"348",344,35,"Fortaleza","Vasco",3,0,2021-02-10,12,20,3,0
"349",343,35,"Internacional","Sport",1,2,2021-02-10,15,19,0,3
"350",345,35,"Sao Paulo","Ceara",1,1,2021-02-10,18,7,1,1
"351",353,36,"Athletico-PR","Atletico-GO",2,1,2021-02-14,1,2,3,0
"352",349,36,"Atletico-MG","Bahia",1,1,2021-02-13,3,4,1,1
"353",356,36,"Ceara","Fluminense",1,3,2021-02-15,7,11,0,3
