"","ID","round","home_team_name","away_team_name","home_team_score","away_team_score","date","home_team_id","away_team_id","home_team_points","away_team_points"
"361",368,37,"Atletico-GO","Athletico-PR",1,1,2022-11-09,3,2,1,1
"362",370,37,"Atletico-MG","Cuiaba",3,0,2022-11-10,4,11,3,0
"363",364,37,"Avai","Ceara",2,0,2022-11-09,5,8,3,0
"364",369,37,"Botafogo-RJ","Santos",3,0,2022-11-10,6,19,3,0
"365",362,37,"Coritiba","Corinthians",2,2,2022-11-09,10,9,1,1
"366",363,37,"Fluminense","Goias",3,0,2022-11-09,13,15,3,0
"367",365,37,"Fortaleza","Bragantino",6,0,2022-11-09,14,7,3,0
"368",366,37,"Juventude","Flamengo",2,2,2022-11-09,17,12,1,1
"369",367,37,"Palmeiras","America-MG",2,1,2022-11-09,18,1,3,0
"370",361,37,"Sao Paulo","Internacional",0,1,2022-11-08,20,16,0,3
"371",374,38,"America-MG","Atletico-GO",1,1,2022-11-13,1,3,1,1
"372",372,38,"Athletico-PR","Botafogo-RJ",3,0,2022-11-13,2,6,3,0
"373",377,38,"Bragantino","Fluminense",0,1,2022-11-13,7,13,0,3
"374",373,38,"Ceara","Juventude",4,1,2022-11-13,8,17,3,0
"375",378,38,"Corinthians","Atletico-MG",0,1,2022-11-13,9,4,0,3
"376",376,38,"Cuiaba","Coritiba",2,1,2022-11-13,11,10,3,0
"377",371,38,"Flamengo","Avai",1,2,2022-11-12,12,5,0,3
"378",380,38,"Goias","Sao Paulo",0,4,2022-11-13,15,20,0,3
"379",379,38,"Internacional","Palmeiras",3,0,2022-11-13,16,18,3,0
"380",375,38,"Santos","Fortaleza",0,2,2022-11-13,19,14,0,3
